case_id,dimension,time_s,dt_s,rk_stage,T_K,Cmax_kg_kg,r_m,z_m,R_m,rho,cp,k,D
q23_1d_adaptive_nr80_nz1_dt0.25_m56c5bf06eb27,1,237600.0,0.09375,accepted_state,323.148934425881,0.14231126001987282,0.0,0.0,0.02,668.2158412825437,1790.8559654814208,0.25734110631686397,6.803725808785071e-10
q23_1d_adaptive_nr80_nz1_dt0.25_m56c5bf06eb27,1,241200.0,0.09375,accepted_state,323.1489344258823,0.1415137148632655,0.0,0.0,0.02,668.113755502498,1789.182542289711,0.2571086864291265,6.683551180466935e-10
q23_1d_adaptive_nr80_nz1_dt0.25_m56c5bf06eb27,1,244800.0,0.09375,accepted_state,323.14893442588425,0.14073777897817014,0.0,0.0,0.02,668.0144357092058,1787.5522143478008,0.2568822519927501,6.567396968832793e-10
q23_1d_adaptive_nr80_nz1_dt0.25_m56c5bf06eb27,1,248400.0,0.09375,accepted_state,323.1489344258843,0.13998249590556036,0.0,0.0,0.02,667.9177594759117,1785.9631487090319,0.25666154843181,6.455068385152767e-10
q23_1d_adaptive_nr80_nz1_dt0.25_m56c5bf06eb27,1,252000.0,0.09375,accepted_state,323.14893442588436,0.13924696684839794,0.0,0.0,0.02,667.8236117565949,1784.4136191568325,0.2564463359940045,6.346382875180143e-10
q23_1d_adaptive_nr80_nz1_dt0.25_m56c5bf06eb27,1,255600.0,0.09375,accepted_state,323.1489344258844,0.13853034631823818,0.0,0.0,0.02,667.7318843287345,1782.9019983985193,0.256236388666461,6.241169181969631e-10
q23_1d_adaptive_nr80_nz1_dt0.25_m56c5bf06eb27,1,259200.0,0.09375,accepted_state,323.1489344258845,0.1378318381738288,0.0,0.0,0.02,667.64247528625,1781.4267509413671,0.256031493186301,6.139266492927312e-10
q23_1d_nr40_nz1_dt0.125_half_steps,1,3600.0,,accepted_state,,2.5255393672523794,0.0,0.0,0.02,973.2690390083046,3409.9485324107172,0.482215073945933,9.330579577383144e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,7200.0,,accepted_state,,2.1709629501489878,0.0,0.0,0.02,927.8832576190705,3323.1706188268618,0.4701625859481753,1.2333241489276753e-08
q23_1d_nr40_nz1_dt0.125_half_steps,1,10800.0,,accepted_state,,1.7663807076545335,0.0,0.0,0.02,876.0967305797803,3196.982113767086,0.452636404689873,1.2387593173245717e-08
q23_1d_nr40_nz1_dt0.125_half_steps,1,14400.0,,accepted_state,,1.4538010602738123,0.0,0.0,0.02,836.086535715048,3070.995183882308,0.4351382199836539,1.1792344623176939e-08
q23_1d_nr40_nz1_dt0.125_half_steps,1,18000.0,,accepted_state,,1.210015991206169,0.0,0.0,0.02,804.8820468743896,2947.999908196699,0.4180555428050971,1.1079080820539673e-08
q23_1d_nr40_nz1_dt0.125_half_steps,1,21600.0,,accepted_state,,1.017128157730188,0.0,0.0,0.02,780.192404189464,2829.616178022751,0.40161335805871534,1.0324765825083661e-08
q23_1d_nr40_nz1_dt0.125_half_steps,1,25200.0,,accepted_state,,0.8639156747079908,0.0,0.0,0.02,760.5812063626229,2718.1224360492415,0.38612811611795017,9.545634956104653e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,28800.0,,accepted_state,,0.7420848046005659,0.0,0.0,0.02,744.9868549888724,2615.4679611608667,0.3718705501612315,8.763264303153552e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,32400.0,,accepted_state,,0.6451101674586672,0.0,0.0,0.02,732.5741014347094,2522.8894958405626,0.359012429977856,7.999770830231294e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,36000.0,,accepted_state,,0.5677810172565183,0.0,0.0,0.02,722.6759702088343,2440.858318932982,0.34761921096291415,7.274747400262239e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,39600.0,,accepted_state,,0.5059274343293055,0.0,0.0,0.02,714.7587115941511,2369.179389902986,0.33766380415319247,6.602923788564229e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,43200.0,,accepted_state,,0.4562209448620261,0.0,0.0,0.02,708.3962809423393,2307.164230157924,0.3290505875219339,5.9930711024325006e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,46800.0,,accepted_state,,0.41601939975278135,0.0,0.0,0.02,703.250483168356,2253.823081747559,0.321642094687161,5.4482139726177605e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,50400.0,,accepted_state,,0.38324142312062326,0.0,0.0,0.02,699.0549021594397,2208.0372566435126,0.3152829523115989,4.966789196921478e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,54000.0,,accepted_state,,0.35626163957925644,0.0,0.0,0.02,695.6014898661448,2168.690123972857,0.30981807277400786,4.544199316361323e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,57600.0,,accepted_state,,0.33382158887299407,0.0,0.0,0.02,692.7291633757433,2134.751150210599,0.3051043264181388,4.174283439600623e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,61200.0,,accepted_state,,0.3149536507719745,0.0,0.0,0.02,690.3140672988127,2105.31829810597,0.3010164302924958,3.850436465599415e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,64800.0,,accepted_state,,0.29891681268589876,0.0,0.0,0.02,688.2613520237951,2079.629543263435,0.29744854767547707,3.56631413515336e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,68400.0,,accepted_state,,0.28514379605967516,0.0,0.0,0.02,686.4984058956384,2057.055357082427,0.2943132440392259,3.316191724316575e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,72000.0,,accepted_state,,0.27319891924689704,0.0,0.0,0.02,684.9694616636028,2037.0820590247151,0.2915391748645437,3.0950891335142015e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,75600.0,,accepted_state,,0.2627455253720089,0.0,0.0,0.02,683.6314272476171,2019.2926587136665,0.28906842482134254,2.8987638515139056e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,79200.0,,accepted_state,,0.2535213764486292,0.0,0.0,0.02,682.4507361854245,2003.3487493676382,0.2868539929677275,2.723641897959547e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,82800.0,,accepted_state,,0.24532032555684186,0.0,0.0,0.02,681.4010016712757,1988.974910269288,0.28485762642629,2.5667276025914245e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,86400.0,,accepted_state,,0.2379787512155646,0.0,0.0,0.02,680.4612801555922,1975.945911984728,0.2830480433312122,2.4255129897548627e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,90000.0,,accepted_state,,0.23136552142898772,0.0,0.0,0.02,679.6147867429104,1964.0764911909353,0.28139951266540764,2.297895811814128e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,93600.0,,accepted_state,,0.2253745429660375,0.0,0.0,0.02,678.8479414996528,1953.2132853539858,0.2798907340769425,2.182109146881875e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,97200.0,,accepted_state,,0.21991919638843183,0.0,0.0,0.02,678.1496571377193,1943.2285048879285,0.2785039590122123,2.076662577254306e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,100800.0,,accepted_state,,0.2149281480254336,0.0,0.0,0.02,677.5108029472555,1934.0149715465118,0.27722430160368217,1.980293768448759e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,104400.0,,accepted_state,,0.21034217171238506,0.0,0.0,0.02,676.9237979791853,1925.4822192065544,0.27603919711202146,1.8919289083219934e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,108000.0,,accepted_state,,0.2061117157125379,0.0,0.0,0.02,676.3822996112049,1917.5534171860309,0.27493797460917097,1.8106504843475956e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,111600.0,,accepted_state,,0.20219502369508746,0.0,0.0,0.02,675.8809630329712,1910.1629302452252,0.2739115180896146,1.7356710459868753e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,115200.0,,accepted_state,,0.19855667101048774,0.0,0.0,0.02,675.4152538893425,1903.2543725501828,0.27295199618752536,1.6663118095122403e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,118800.0,,accepted_state,,0.1951664148649049,0.0,0.0,0.02,674.9813011027078,1896.7790463562662,0.2720526453272592,1.6019851666987926e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,122400.0,,accepted_state,,0.19199828374754585,0.0,0.0,0.02,674.5757803196859,1890.6946817756834,0.27120759469106714,1.5421803381505486e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,126000.0,,accepted_state,,0.18902985072630202,0.0,0.0,0.02,674.1958208929667,1884.9644134428138,0.2704117240892797,1.4864515621619036e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,129600.0,,accepted_state,,0.1862416491879457,0.0,0.0,0.02,673.8389310960571,1879.555944631553,0.2696605478654935,1.4344083323859754e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,133200.0,,accepted_state,,0.18361669979173878,0.0,0.0,0.02,673.5029375733426,1874.4408605578071,0.26895011952191766,1.3857072958297478e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,136800.0,,accepted_state,,0.18114012490360482,0.0,0.0,0.02,673.1859359876614,1869.5940610998289,0.2682769529305318,1.3400455009298204e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,140400.0,,accepted_state,,0.17879883233665111,0.0,0.0,0.02,672.8862505390913,1864.9932896551848,0.26763795689655345,1.297154747497936e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,144000.0,,accepted_state,,0.1765812543764705,0.0,0.0,0.02,672.6024005601882,1860.6187398252032,0.26703038053127826,1.2567968394449207e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,147600.0,,accepted_state,,0.17447713119532496,0.0,0.0,0.02,672.3330727930016,1856.4527254477625,0.26645176742330035,1.2187595800971232e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,151200.0,,accepted_state,,0.17247733012945482,0.0,0.0,0.02,672.0770982565703,1852.4794024649377,0.2658999170090191,1.1828533807752184e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,154800.0,,accepted_state,,0.17057369410388684,0.0,0.0,0.02,671.8334328452975,1848.6845334205984,0.26537285186397197,1.1489083778402527e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,158400.0,,accepted_state,,0.16875891388119238,0.0,0.0,0.02,671.6011409767926,1845.0552871897735,0.26486878988746854,1.1167719729693258e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,162000.0,,accepted_state,,0.16702641988834058,0.0,0.0,0.02,671.3793817457076,1841.5800679630058,0.26438612055041744,1.0863067270663864e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,165600.0,,accepted_state,,0.16537029021552696,0.0,0.0,0.02,671.1673971475875,1838.2483686331182,0.2639233845323775,1.0573885507689442e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,169200.0,,accepted_state,,0.16378517203923076,0.0,0.0,0.02,670.9645020210215,1835.0506446255267,0.26347925619798984,1.02990514462132e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,172800.0,,accepted_state,,0.16226621424099025,0.0,0.0,0.02,670.7700754228467,1831.9782049272374,0.2630525284621163,1.003754650160832e-09
q23_1d_nr40_nz1_dt0.125_half_steps,1,176400.0,,accepted_state,,0.16080900940525095,0.0,0.0,0.02,670.5835532038722,1829.0231176429188,0.26264209967262764,9.788444797941718e-10
q23_1d_nr40_nz1_dt0.125_half_steps,1,180000.0,,accepted_state,,0.15940954370810553,0.0,0.0,0.02,670.4044215946375,1826.178127868836,0.262246962204005,9.550902987418469e-10
q23_1d_nr40_nz1_dt0.125_half_steps,1,183600.0,,accepted_state,,0.15806415347211844,0.0,0.0,0.02,670.2322116444311,1823.4365860501769,0.261866192506969,9.324151367431189e-10
q23_1d_nr40_nz1_dt0.125_half_steps,1,187200.0,,accepted_state,,0.15676948737462293,0.0,0.0,0.02,670.0664943839517,1820.7923852922834,0.261498942401706,9.107486108341669e-10
q23_1d_nr40_nz1_dt0.125_half_steps,1,190800.0,,accepted_state,,0.1555224734687633,0.0,0.0,0.02,669.9068766040017,1818.239906345741,0.26114443143690846,8.900262434936102e-10
q23_1d_nr40_nz1_dt0.125_half_steps,1,194400.0,,accepted_state,,0.15432029031626146,0.0,0.0,0.02,669.7529971604814,1815.7739691897914,0.2608019401652488,8.701888629105152e-10
q23_1d_nr40_nz1_dt0.125_half_steps,1,198000.0,,accepted_state,,0.1531603416451945,0.0,0.0,0.02,669.6045237305849,1813.3897903073957,0.26047080420936053,8.511820741719671e-10
q23_1d_nr40_nz1_dt0.125_half_steps,1,201600.0,,accepted_state,,0.15204023403974476,0.0,0.0,0.02,669.4611499570873,1811.08294488471,0.2601504090117653,8.32955791863713e-10
q23_1d_nr40_nz1_dt0.125_half_steps,1,205200.0,,accepted_state,,0.1509577572461839,0.0,0.0,0.02,669.3225929275116,1808.8493332837552,0.2598401851782993,8.154638259940457e-10
q23_1d_nr40_nz1_dt0.125_half_steps,1,208800.0,,accepted_state,,0.1499108667432198,0.0,0.0,0.02,669.1885909431321,1806.685151233586,0.25953960433799805,7.986635143355363e-10
q23_1d_nr40_nz1_dt0.125_half_steps,1,212400.0,,accepted_state,,0.1488976682779456,0.0,0.0,0.02,669.058901539577,1804.5868632661402,0.25924817545363055,7.825153952755678e-10
q23_1d_nr40_nz1_dt0.125_half_steps,1,216000.0,,accepted_state,,0.14791640411284063,0.0,0.0,0.02,668.9332997264436,1802.551178990687,0.2589654415264843,7.669829161024672e-10
q23_1d_nr40_nz1_dt0.125_half_steps,1,219600.0,,accepted_state,,0.14696544076631823,0.0,0.0,0.02,668.8115764180887,1800.5750318579735,0.25869097664694074,7.520321723636551e-10
q23_1d_nr40_nz1_dt0.125_half_steps,1,223200.0,,accepted_state,,0.14604325806036128,0.0,0.0,0.02,668.6935370317262,1798.6555601133366,0.2584243833490745,7.376316745302994e-10
q23_1d_nr40_nz1_dt0.125_half_steps,1,226800.0,,accepted_state,,0.145148439314965,0.0,0.0,0.02,668.5790002323155,1796.790089678948,0.25816529023318724,7.237521387123224e-10
q23_1d_nr40_nz1_dt0.125_half_steps,1,230400.0,,accepted_state,,0.14427966255118874,0.0,0.0,0.02,668.4677968065522,1794.9761187400231,0.2579133498250032,7.10366298600547e-10
q23_1d_nr40_nz1_dt0.125_half_steps,1,234000.0,,accepted_state,,0.1434356925833892,0.0,0.0,0.02,668.3597686506738,1793.2113038394878,0.2576682366443733,6.97448736183357e-10
q23_1d_nr40_nz1_dt0.125_half_steps,1,237600.0,,accepted_state,,0.14261537389710027,0.0,0.0,0.02,668.2547678588288,1791.4934473108235,0.2574296454598366,6.849757291013195e-10
q23_1d_nr40_nz1_dt0.125_half_steps,1,241200.0,,accepted_state,,0.1418176242226095,0.0,0.0,0.02,668.152655900494,1789.8204859004807,0.25719728970840006,6.729251127751386e-10
q23_1d_nr40_nz1_dt0.125_half_steps,1,244800.0,,accepted_state,,0.14104142872588674,0.0,0.0,0.02,668.0533028769134,1788.1904804498809,0.25697090006248346,6.612761556758223e-10
q23_1d_nr40_nz1_dt0.125_half_steps,1,248400.0,,accepted_state,,0.14028583474845505,0.0,0.0,0.02,667.9565868478022,1786.60160652302,0.25675022312819723,6.500094463076032e-10
q23_1d_nr40_nz1_dt0.125_half_steps,1,252000.0,,accepted_state,,0.1395499470363606,0.0,0.0,0.02,667.8623932206542,1785.0521458795697,0.25653502026105135,6.391067906477626e-10
q23_1d_nr40_nz1_dt0.125_half_steps,1,255600.0,,accepted_state,,0.13883292340573772,0.0,0.0,0.02,667.7706141959344,1783.5404787052933,0.2563250664868463,6.285511189386217e-10
q23_1d_nr40_nz1_dt0.125_half_steps,1,259200.0,,accepted_state,,0.13813397079882309,0.0,0.0,0.02,667.6811482622494,1782.0650765219834,0.2561201495169421,6.183264008571144e-10
q23_1d_nr40_nz1_dt0.25,1,3600.0,,accepted_state,,2.5255393672523763,0.0,0.0,0.02,973.2690390083042,3409.9485324107163,0.4822150739459329,9.330579577383277e-09
q23_1d_nr40_nz1_dt0.25,1,7200.0,,accepted_state,,2.1709629501489833,0.0,0.0,0.02,927.8832576190698,3323.170618826861,0.47016258594817506,1.2333241489277037e-08
q23_1d_nr40_nz1_dt0.25,1,10800.0,,accepted_state,,1.7663807076545388,0.0,0.0,0.02,876.096730579781,3196.982113767088,0.4526364046898733,1.2387593173245785e-08
q23_1d_nr40_nz1_dt0.25,1,14400.0,,accepted_state,,1.4538010602738187,0.0,0.0,0.02,836.0865357150487,3070.995183882311,0.4351382199836543,1.1792344623176939e-08
q23_1d_nr40_nz1_dt0.25,1,18000.0,,accepted_state,,1.2100159912061728,0.0,0.0,0.02,804.8820468743901,2947.9999081967017,0.41805554280509744,1.1079080820539454e-08
q23_1d_nr40_nz1_dt0.25,1,21600.0,,accepted_state,,1.017128157730188,0.0,0.0,0.02,780.192404189464,2829.616178022751,0.40161335805871534,1.03247658250839e-08
q23_1d_nr40_nz1_dt0.25,1,25200.0,,accepted_state,,0.8639156747079837,0.0,0.0,0.02,760.581206362622,2718.122436049236,0.3861281161179494,9.545634956111265e-09
q23_1d_nr40_nz1_dt0.25,1,28800.0,,accepted_state,,0.7420848046004324,0.0,0.0,0.02,744.9868549888554,2615.467961160746,0.37187055016121473,8.763264303163483e-09
q23_1d_nr40_nz1_dt0.25,1,32400.0,,accepted_state,,0.6451101674585012,0.0,0.0,0.02,732.5741014346881,2522.8894958403953,0.35901242997783267,7.999770830251117e-09
q23_1d_nr40_nz1_dt0.25,1,36000.0,,accepted_state,,0.567781017256164,0.0,0.0,0.02,722.675970208789,2440.8583189325873,0.3476192109628594,7.274747400297723e-09
q23_1d_nr40_nz1_dt0.25,1,39600.0,,accepted_state,,0.5059274343288149,0.0,0.0,0.02,714.7587115940883,2369.179389902394,0.33766380415311026,6.602923788592766e-09
q23_1d_nr40_nz1_dt0.25,1,43200.0,,accepted_state,,0.4562209448614878,0.0,0.0,0.02,708.3962809422704,2307.1642301572297,0.32905058752183747,5.993071102455762e-09
q23_1d_nr40_nz1_dt0.25,1,46800.0,,accepted_state,,0.4160193997522333,0.0,0.0,0.02,703.2504831682859,2253.8230817468116,0.3216420946870571,5.448213972636623e-09
q23_1d_nr40_nz1_dt0.25,1,50400.0,,accepted_state,,0.3832414231200854,0.0,0.0,0.02,699.054902159371,2208.037256642743,0.3152829523114921,4.96678919693706e-09
q23_1d_nr40_nz1_dt0.25,1,54000.0,,accepted_state,,0.3562616395787343,0.0,0.0,0.02,695.6014898660779,2168.69012397208,0.3098180727739,4.544199316374432e-09
q23_1d_nr40_nz1_dt0.25,1,57600.0,,accepted_state,,0.33382158887249,0.0,0.0,0.02,692.7291633756787,2134.751150209824,0.3051043264180311,4.174283439611554e-09
q23_1d_nr40_nz1_dt0.25,1,61200.0,,accepted_state,,0.31495365077149334,0.0,0.0,0.02,690.3140672987512,2105.3182981052087,0.30101643029239006,3.850436465608573e-09
q23_1d_nr40_nz1_dt0.25,1,64800.0,,accepted_state,,0.2989168126854394,0.0,0.0,0.02,688.2613520237362,2079.62954326269,0.2974485476753736,3.566314135161063e-09
q23_1d_nr40_nz1_dt0.25,1,68400.0,,accepted_state,,0.2851437960592368,0.0,0.0,0.02,686.4984058955823,2057.0553570817,0.294313244039125,3.316191724323214e-09
q23_1d_nr40_nz1_dt0.25,1,72000.0,,accepted_state,,0.2731989192464814,0.0,0.0,0.02,684.9694616635496,2037.0820590240135,0.2915391748644463,3.095089133520085e-09
q23_1d_nr40_nz1_dt0.25,1,75600.0,,accepted_state,,0.262745525371611,0.0,0.0,0.02,683.6314272475662,2019.2926587129837,0.2890684248212477,2.8987638515190548e-09
q23_1d_nr40_nz1_dt0.25,1,79200.0,,accepted_state,,0.2535213764482501,0.0,0.0,0.02,682.4507361853761,2003.3487493669782,0.28685399296763586,2.7236418979640224e-09
q23_1d_nr40_nz1_dt0.25,1,82800.0,,accepted_state,,0.2453203255564792,0.0,0.0,0.02,681.4010016712293,1988.9749102686483,0.28485762642620116,2.5667276025954508e-09
q23_1d_nr40_nz1_dt0.25,1,86400.0,,accepted_state,,0.23797875121521694,0.0,0.0,0.02,680.4612801555478,1975.9459119841072,0.283048043331126,2.42551298975837e-09
q23_1d_nr40_nz1_dt0.25,1,90000.0,,accepted_state,,0.2313655214286542,0.0,0.0,0.02,679.6147867428678,1964.0764911903334,0.28139951266532404,2.2978958118173363e-09
q23_1d_nr40_nz1_dt0.25,1,93600.0,,accepted_state,,0.2253745429657159,0.0,0.0,0.02,678.8479414996116,1953.2132853534,0.2798907340768611,2.182109146884782e-09
q23_1d_nr40_nz1_dt0.25,1,97200.0,,accepted_state,,0.2199191963881224,0.0,0.0,0.02,678.1496571376797,1943.2285048873596,0.27850395901213326,2.0766625772568917e-09
q23_1d_nr40_nz1_dt0.25,1,100800.0,,accepted_state,,0.21492814802513538,0.0,0.0,0.02,677.5108029472174,1934.0149715459588,0.2772243016036054,1.9802937684511544e-09
q23_1d_nr40_nz1_dt0.25,1,104400.0,,accepted_state,,0.21034217171209615,0.0,0.0,0.02,676.9237979791483,1925.482219206015,0.2760391971119465,1.8919289083241846e-09
q23_1d_nr40_nz1_dt0.25,1,108000.0,,accepted_state,,0.20611171571225845,0.0,0.0,0.02,676.3822996111691,1917.5534171855052,0.27493797460909797,1.8106504843496445e-09
q23_1d_nr40_nz1_dt0.25,1,111600.0,,accepted_state,,0.20219502369481468,0.0,0.0,0.02,675.8809630329363,1910.1629302447088,0.27391151808954284,1.7356710459887191e-09
q23_1d_nr40_nz1_dt0.25,1,115200.0,,accepted_state,,0.19855667101022392,0.0,0.0,0.02,675.4152538893087,1903.2543725496803,0.2729519961874556,1.6663118095138771e-09
q23_1d_nr40_nz1_dt0.25,1,118800.0,,accepted_state,,0.19516641486464867,0.0,0.0,0.02,674.981301102675,1896.7790463557753,0.27205264532719103,1.601985166700332e-09
q23_1d_nr40_nz1_dt0.25,1,122400.0,,accepted_state,,0.1919982837472955,0.0,0.0,0.02,674.5757803196539,1890.6946817752012,0.2712075946910002,1.542180338151984e-09
q23_1d_nr40_nz1_dt0.25,1,126000.0,,accepted_state,,0.18902985072605907,0.0,0.0,0.02,674.1958208929356,1884.9644134423436,0.2704117240892144,1.4864515621632581e-09
q23_1d_nr40_nz1_dt0.25,1,129600.0,,accepted_state,,0.18624164918770955,0.0,0.0,0.02,673.8389310960268,1879.555944631094,0.2696605478654297,1.4344083323872673e-09
q23_1d_nr40_nz1_dt0.25,1,133200.0,,accepted_state,,0.18361669979150871,0.0,0.0,0.02,673.5029375733131,1874.4408605573578,0.2689501195218552,1.3857072958310303e-09
q23_1d_nr40_nz1_dt0.25,1,136800.0,,accepted_state,,0.18114012490338077,0.0,0.0,0.02,673.1859359876328,1869.5940610993896,0.26827695293047077,1.3400455009310488e-09
q23_1d_nr40_nz1_dt0.25,1,140400.0,,accepted_state,,0.17879883233643293,0.0,0.0,0.02,672.8862505390634,1864.9932896547552,0.2676379568964938,1.2971547474990536e-09
q23_1d_nr40_nz1_dt0.25,1,144000.0,,accepted_state,,0.1765812543762582,0.0,0.0,0.02,672.6024005601611,1860.6187398247837,0.26703038053121997,1.2567968394460057e-09
q23_1d_nr40_nz1_dt0.25,1,147600.0,,accepted_state,,0.17447713119511754,0.0,0.0,0.02,672.333072792975,1856.452725447351,0.26645176742324317,1.2187595800981667e-09
q23_1d_nr40_nz1_dt0.25,1,151200.0,,accepted_state,,0.17247733012925176,0.0,0.0,0.02,672.0770982565442,1852.4794024645335,0.265899917008963,1.182853380776227e-09
q23_1d_nr40_nz1_dt0.25,1,154800.0,,accepted_state,,0.17057369410368645,0.0,0.0,0.02,671.8334328452719,1848.6845334201982,0.2653728518639164,1.1489083778411913e-09
q23_1d_nr40_nz1_dt0.25,1,158400.0,,accepted_state,,0.16875891388099667,0.0,0.0,0.02,671.6011409767676,1845.0552871893817,0.26486878988741414,1.1167719729701789e-09
q23_1d_nr40_nz1_dt0.25,1,162000.0,,accepted_state,,0.1670264198881488,0.0,0.0,0.02,671.3793817456831,1841.5800679626207,0.264386120550364,1.0863067270672124e-09
q23_1d_nr40_nz1_dt0.25,1,165600.0,,accepted_state,,0.16537029021533872,0.0,0.0,0.02,671.1673971475634,1838.248368632739,0.26392338453232483,1.0573885507697517e-09
q23_1d_nr40_nz1_dt0.25,1,169200.0,,accepted_state,,0.16378517203904536,0.0,0.0,0.02,670.9645020209978,1835.0506446251522,0.2634792561979378,1.0299051446220847e-09
q23_1d_nr40_nz1_dt0.25,1,172800.0,,accepted_state,,0.16226621424080792,0.0,0.0,0.02,670.7700754228234,1831.978204926868,0.263052528462065,1.003754650161572e-09
q23_1d_nr40_nz1_dt0.25,1,176400.0,,accepted_state,,0.16080900940507342,0.0,0.0,0.02,670.5835532038494,1829.0231176425584,0.26264209967257757,9.788444797949144e-10
q23_1d_nr40_nz1_dt0.25,1,180000.0,,accepted_state,,0.1594095437079317,0.0,0.0,0.02,670.4044215946153,1826.1781278684823,0.2622469622039559,9.550902987425731e-10
q23_1d_nr40_nz1_dt0.25,1,183600.0,,accepted_state,,0.15806415347194588,0.0,0.0,0.02,670.2322116444091,1823.4365860498249,0.2618661925069201,9.324151367437947e-10
q23_1d_nr40_nz1_dt0.25,1,187200.0,,accepted_state,,0.1567694873744535,0.0,0.0,0.02,670.06649438393,1820.792385291937,0.26149894240165794,9.107486108348254e-10
q23_1d_nr40_nz1_dt0.25,1,190800.0,,accepted_state,,0.15552247346859574,0.0,0.0,0.02,669.9068766039802,1818.2399063453977,0.2611444314368608,8.900262434942394e-10
q23_1d_nr40_nz1_dt0.25,1,194400.0,,accepted_state,,0.154320290316098,0.0,0.0,0.02,669.7529971604605,1815.7739691894558,0.2608019401652022,8.70188862911149e-10
q23_1d_nr40_nz1_dt0.25,1,198000.0,,accepted_state,,0.15316034164503362,0.0,0.0,0.02,669.6045237305643,1813.3897903070647,0.26047080420931457,8.511820741725869e-10
q23_1d_nr40_nz1_dt0.25,1,201600.0,,accepted_state,,0.15204023403958514,0.0,0.0,0.02,669.4611499570669,1811.082944884381,0.2601504090117196,8.329557918643004e-10
q23_1d_nr40_nz1_dt0.25,1,205200.0,,accepted_state,,0.15095775724602611,0.0,0.0,0.02,669.3225929274913,1808.8493332834291,0.259840185178254,8.154638259945714e-10
q23_1d_nr40_nz1_dt0.25,1,208800.0,,accepted_state,,0.14991086674306472,0.0,0.0,0.02,669.1885909431123,1806.685151233265,0.2595396043379535,7.98663514336057e-10
q23_1d_nr40_nz1_dt0.25,1,212400.0,,accepted_state,,0.14889766827779372,0.0,0.0,0.02,669.0589015395576,1804.5868632658253,0.25924817545358686,7.82515395276096e-10
q23_1d_nr40_nz1_dt0.25,1,216000.0,,accepted_state,,0.1479164041126903,0.0,0.0,0.02,668.9332997264244,1802.5511789903749,0.25896544152644096,7.669829161029766e-10
q23_1d_nr40_nz1_dt0.25,1,219600.0,,accepted_state,,0.14696544076617013,0.0,0.0,0.02,668.8115764180698,1800.5750318576656,0.258690976646898,7.520321723641548e-10
q23_1d_nr40_nz1_dt0.25,1,223200.0,,accepted_state,,0.14604325806021595,0.0,0.0,0.02,668.6935370317076,1798.655560113034,0.2584243833490325,7.376316745308038e-10
q23_1d_nr40_nz1_dt0.25,1,226800.0,,accepted_state,,0.1451484393148213,0.0,0.0,0.02,668.5790002322972,1796.7900896786484,0.2581652902331456,7.237521387128136e-10
q23_1d_nr40_nz1_dt0.25,1,230400.0,,accepted_state,,0.14427966255104627,0.0,0.0,0.02,668.4677968065339,1794.9761187397253,0.25791334982496184,7.103662986010202e-10
q23_1d_nr40_nz1_dt0.25,1,234000.0,,accepted_state,,0.1434356925832475,0.0,0.0,0.02,668.3597686506557,1793.2113038391913,0.25766823664433214,6.974487361838042e-10
